"","beername","review","language"
"216","Goose Island Bourbon County Stout","2017 vintage. Pours black with a brown head. Aroma of dark fruit, oak, chocolate, and smoke. Taste is heavy sweet and medium bitter.","english"
"217","Goose Island Bourbon County Stout","2016 vintage. Massive, giant stout, no less potent or fierce for having fifteen months on the shelf, a glorious burst of chocolate syrup, caramel, anise, black cherry, currant, and oh so much bourbon. Sweet—more so tha","english"
"218","Goose Island Bourbon County Stout","Bottle. 2012. Oak, bourbon, chocolate, toffee, dried fruit. Full bodied. Strong, but very well balanced. Excellent.","english"
"219","Goose Island Bourbon County Stout","Aroma: Strong oxidation notes - dark fruit, maybe a very mild soy sauce, bourbon barrels, vanilla, wood, chocolate and cocoa, pretty sweet aroma, very very intensive. Appearance: BLack body, low head, creamy and","english"
"220","Goose Island Bourbon County Stout","1/14/18
Had on draft at Whole Food Pub in Plymouth Meeting waiting on Abby at","english"
"221","Goose Island Bourbon County Stout","This a great imperial stout for sipping and just enjoying the deep rich flavors of bourbon barrel age stout beer. It's time to have a fire, sitback and enjoy a great beer that Americans makes.","english"
"222","Goose Island Bourbon County Stout","2017 bottle bought in Australia, shared in Japan. Pours a deep olive brown, little highlights, next to no head. Sweet bourbon aroma, well pronounced but not overpowering, dark malts, vanilla, caramel, a little burnt note and","english"
"223","Goose Island Bourbon County Stout","This is hard to come by in New York's capital region... until the end of 2017 when it seemed everyone had it. Having known about this brew for some time, it did not disappoint. Even a friend who is not eager about craft","english"
"225","Goose Island Bourbon County Stout","Jet black pour, no head. Nose of bourbon, rich malt and vanilla. Taste follows with a big bourbon presence but not too much. Very nicely blended and no flavor stands out. Creamy mouthfeel with a boozy finish. Superb","english"
"226","Goose Island Bourbon County Stout","Solid 5 for sure! One of the best barrel aged stouts I’ve had. It only comes around the Corona area near Black Friday.","english"
"228","Goose Island Bourbon County Stout","this is the holy fucking best stout i have tasted amazing body and aroma huge chocolate","english"
"230","Goose Island Bourbon County Stout","Pours a dark black with with a small khaki head. The aroma is bourbon, chocolate, coffee, alcohol, and dark roasted malts. The flavor is more of the same.","english"
"232","Goose Island Bourbon County Stout","Sweet, bourbon an vanilla on the nose. Chocolate, molasses, coffee and treacle with a boozy kick. Super rich and thick and smooth. A delight","english"
"235","Goose Island Bourbon County Stout","2017 bottle from Whole Foods. Pours thick and nearly black with a small brown head. Aroma is smoked meat, peat, earth, wood, chocolate, vanilla, bourbon. Flavor is heavy chocolate, bourbon almost immediately","english"
"236","Goose Island Bourbon County Stout","2017 bottle poured in snifter. Pours very dark with reddish undertones and creamy caramel head.  Vanilla and caramel on the nose. Syrup like mouthfeel, with heavy roasted malt taste, along with same vanilla and","english"
"238","Goose Island Bourbon County Stout","2017. Complex nose of cocoa, cherry, oak,and molasses. Thick, soothing palate which coats like pepto bismal. Taste is simply delicious. Like covfefe but sweeter, oakier and fruitier. Really good and worthwhile of the","english"
"240","Goose Island Bourbon County Stout","One of the best, I’ll give em that.. points taken away for selling their soul to ABInbev. I won’t mention any other beer review sites.. however, this beer is legendary. It started the bourbon barrel stout genres. Hard to find out wes","english"
"243","Goose Island Bourbon County Stout","Pours a jet black with a thin tan head. Aroma is vanilla, bourbon, cola, chocolate, and toffee. Flavor is similar, sweet, and hides the ABV incredibly well (but boy do I feel the ABV). Silky smooth with a full body. Delicious.","english"
"244","Goose Island Bourbon County Stout","Pours like an Alaskan oil spill in a brandy snifter, pitch black, no fizz with surprisingly sparse lacing for a stout. Scent of vanilla and coconut. Big boozy in yer face flavor, with elements of brownie batter and raisins.","english"
"245","Goose Island Bourbon County Stout","Thick, complex barrel aged stout. Toffee, caramel, malt, dark fruits and vanilla. Smells great and tastes even better once it has warmed up to around 55-60 degrees. A great staple after Black Friday.","english"
"246","Goose Island Bourbon County Stout","Bottle, 500 ml from City Beer, SF. 2016. 13.8% Shared with Max, JFK10000, Sandi. Huge bourbon in nose, chocolate, nutty, cocoa, bourbon, bit warming. Some dried and dark fruit. Low carbonation. Oily. Alcohol well","english"
"247","Goose Island Bourbon County Stout","Pours a pitch black coloration with a small creamy head. Incredible aroma of bourbon, chocolate and vanilla. Taste follows the nose, with a rich, but not overpowering bourbon flavor backed by lots of chocolate, some","english"
"248","Goose Island Bourbon County Stout","The aroma is a sweet roasted bourbon malt. The body is a jet black with minimal head. The taste is a warming bourbon influenced roasted malt. It is very palate warming.","english"
"250","Goose Island Bourbon County Stout","pours jet black, nose has strong bourbon vanilla and oak. taste has a smooth bourbon chocolate and oak. very smooth not any booze taste. very well made","english"
"251","Goose Island Bourbon County Stout","moderate coffee and faint coffee notes. pitch black in color with huge long lasting brown head. full body. taste is richly of chocolate, raisin, plum, faint vanilla and bourbon.","english"
"253","Goose Island Bourbon County Stout","Was pleasantly surprised to find a lone bottle hiding out in my local Whole Foods wannabe market. It pours a luxurious velvet brown black with a medium head that sticks around a bit. The aroma is some strong alcohol,","english"
"257","Goose Island Bourbon County Stout","2017 bottle - 14.1% ABV. Pours thick black with brown, one finger head. Aroma is bourbon, roast and vanilla. Taste is Taste is sweet caramel, brown sugar and vanilla to start, moving to roast and finishing with bourbon. A","english"
"259","Goose Island Bourbon County Stout","This is a perfect beer. It has a velvety chocolate yummy texture.  The beer is so complex - bourbon forward, creamy, full, with dark fruity esters, semi sweet. It is midnight black. It is rich and robust, with just the right amount","english"
"260","Goose Island Bourbon County Stout","2016: dark, Intense barrel, fruits, bourbon, chocolate, cacao, wood, vanilla, syrupy, coconut. Very sweet, heavy body, oily. Superb! 4.3","english"
"261","Goose Island Bourbon County Stout","Free sample from bottle at Ghost Whale. 2015 vintage. Jet black with a small dirty tan head. Aroma is a big chocolate and molasses base with coffee, coconut and bourbon. Taste is really complex with lots of","english"
"262","Goose Island Bourbon County Stout","On tap at Dutch Trading Company. Pours black motor oil with minimal beige head. Nose is heavy bourbon, molasses and dark fruit. Taste is fucking sensational. Layers of dark chocolate, balsamic vinegar, vanilla","english"
"263","Goose Island Bourbon County Stout","I don't know if this is the best Imperial Stout I've had but it's up there. Aromas bursting with smoke, dark fruit, molasses, cocoa and bourbon. Pours black with a big frothy tan head that leaves a lot of lacing. Complex","english"
"265","Goose Island Bourbon County Stout","Aroma is dark fruits,chocolate,coffee and smoke.Taste is quite the same.Nice color with amazing body.Amazing beer","english"
"266","Goose Island Bourbon County Stout","An orgasm of coffee, chocolate and oak in the scent. The taste is heavenly good. Coffee, chocolate and oak barrels. Awesome good aftertaste that fills the whole mouth forever. Understand why this is one of the world's","english"
"267","Goose Island Bourbon County Stout","THE BEST stout on the world
Amazing bourbon aroma and taste followed by chocolate coffee and dark","english"
"268","Goose Island Bourbon County Stout","2012 edition- Smokey roasty, smooth. This basically describes the beer. Oak and Worcestershire sauce with wood, cherries, banana, coffee and blackcurrant with a hint of smoked meat. Vanilla and leather elements as","english"
"269","Goose Island Bourbon County Stout","2014 - loads of barrel influence (vanilla, coconut, leather, wood) along with decent amount of chocolate both in aroma and in taste (even stronger). Smooth, dense, intense and with huge depth. What makes it even better","english"
"270","Goose Island Bourbon County Stout","2008 Edition. Bottled on: 08/01/08. Batch: 1640.
Enjoyed in International Stout Day 2017
Thanks to fiulijn","english"
"272","Goose Island Bourbon County Stout","On tap. Pours a black color with a faint tan head. Aroma dark fruit, malt, vanilla and hint of bourbon. taste of dark fruit, bit of dark chocolate, roasted malt with trace of vanilla. Mild bitterness with a dry finish. Full","english"
"273","Goose Island Bourbon County Stout","Aroma - chocolate, coffe, wet wood. Taste - bourbon, vanilla, milk chocolate. Realy, realy good","english"
"274","Goose Island Bourbon County Stout","2016 vintage.
Pours pitch black with little tan head. Thick motor oil with heavy lacings.","english"
"278","Goose Island Bourbon County Stout","500ml bottle, thanks martjoobolut. Pours almost full black, small beige head as ring. Aroma of roast, sweet cocoa, chocolate, some woodyness. Taste is chocolatey, bourbon, some alcohol, woody. Full body, below","english"
"281","Goose Island Bourbon County Stout","Taste like Heaven! I've been waiting patiently all year for it to come back!!","english"
"282","Goose Island Bourbon County Stout","This is the best overall beer I have tasted. Puts other bourbon barrel aged stouts to shame. Powerful bourbon aroma and flavor.","english"
"283","Goose Island Bourbon County Stout","Pours a near black from a tap with a head the color of coffee with too much cream. Nice oaky, roasted malt aroma, hints of charcoal and even salted caramel. Flavor is similarly complex with a fair amount of oak and","english"
